-46.156233777,17.3205214433,-25.0636712442,4.435848052251674
-49.2391625486,11.9848258756,-11.1983891286,8.046193759557319
-61.8553257202,-9.0126082994,7.4354388302,13.083467393952462
-45.9739738998,-3.8570711811000002,-9.9073450608,7.772275771168734
-45.8025677515,-15.2610126355,7.7750580997,10.52625368383216
-55.2635125355,-43.3546464481,16.9309508108,10.52625368383216
-42.4026297081,-39.5916186736,23.1588455562,7.2201441378697595
-49.1529475286,9.583570278,-0.9612012104000001,8.1669534006266
-42.7403225459,16.2234155313,1.7539026143,5.199728305451684
-33.1972583089,15.5100727094,-8.3326928819,5.429219067379057
-36.2672855681,13.6035864902,8.5904576082,5.862845310744563
-58.3593428196,-52.1195513643,27.7383645518,5.778907223218168
-3.9971216443,25.8822085703,40.6460669883,8.086218110066381
-20.2155514911,0.7537518948,6.1381042019,5.300505003336732
-32.8642758494,9.077271229699999,32.3501630922,4.932188539324157
56.5641330725,9.4464523682,-12.2008294733,6.302165105162304
63.0609252917,0.4821815056,-4.8324830820999995,8.627941977162301
50.2129439767,0.1483630796,-8.002509453,6.678941050151194
53.5276908918,-15.1795571017,-0.0639372389,8.671322178018192
37.5967808052,-20.8490710954,10.6313185057,9.165652998957723
63.2421612772,-27.296841378,7.5318704254,7.472109438117812
12.078367674,6.6879321535,38.7255049794,6.092970141127735
5.7783755476,-71.2827037627,21.9175220863,5.751205667939538
11.6716626266,-63.4381854422,-42.3744469497,5.125390119106365
