22.4547331938,-75.5490672195,-34.7914507606,p
-20.2730967481,55.0803682211,20.5411723054,p
-5.4305828778,66.030514567,9.4155685382,p
-20.8002416942,-16.2033121932,62.2117001967,p
19.2743935821,62.0043537568,23.9670417571,p
7.3804003861,67.079088713,8.0652775787,p
65.2440660119,4.2668471024,2.6314477729,p
57.6325283172,34.7155061213,-2.0650397033,p
3.2582923672,65.3375256199,27.2170822594,p
-48.2274928125,-9.4701090613,-27.2539362358,p
-54.6685148379,-13.1090590291,-32.4507784746,p
-28.8804665576,-30.1603522336,-21.2802193671,p
-32.1459965037,-16.51893193,-23.5019209935,p
34.0536972961,-15.5785468956,-31.0323925009,p
-19.7554645368,-90.041375141,29.3599784714,p
18.6196672777,-87.4952923911,17.5536560888,p
-48.9059065751,-72.4364061193,-1.8919944486,p
35.417804229,-50.9537949165,-6.8925816949000005,p
-44.2137421343,-37.3209809516,66.4820333574,p
26.3002857591,-44.7285788706,60.7172925033,p
-57.3725207935,-21.1056954777,29.5869134204,p
37.4346582597,-2.7580365692,-3.1511906212,p
-44.6933516089,-19.2272495798,11.4405382959,p
-40.8440189914,4.9500919525,-34.1240699445,p
-41.5044117828,-21.5798444609,8.2556035963,p
-48.1769106545,-2.3547019267,-17.814435413600002,p
-48.3152779586,9.3918907781,-31.0651531432,p
66.4054344386,-9.044726949,9.3104577806,p
64.0489761466,12.8348163973,-10.3405627829,p
70.567817121,-13.4762800522,-7.0937127874,p
