46.0716547347,-72.0941189245,-19.7396680056,p
-15.1312642191,60.7153104439,-3.4096568796,p
16.6691636556,-80.0794922236,44.8341534845,p
-13.1601020195,-74.9155177518,59.2413248419,p
7.8585768886,-40.0054569394,27.0770235529,p
32.6205523712,-75.296059575,36.4433723549,p
-22.0108948729,-81.3941455325,17.5087007486,p
23.8139933881,-89.0052105222,-2.4529857261,p
-22.1192950082,-89.1091923551,0.3137504223,p
15.2608914294,-90.1995002973,-3.3697833828,p
-18.8943810227,-98.7779732155,-1.1428396227,p
21.3516604018,-31.9742487199,-21.7050949018,p
-28.6823698528,-55.567572739,-5.7693655855,p
32.6821246182,-50.4911756031,54.4360550037,p
-20.7736874978,-57.6697192513,48.960892014,p
-22.8693843691,-82.5168614405,44.3775205078,p
34.6470998789,-70.9385106639,23.7874549718,p
20.6438257047,-98.5410807516,-1.6168642046000001,p
-22.9278849409,-87.5174546347,34.7607558865,p
-8.2790986942,-102.7427972617,-12.0842722531,p
45.0767093577,-75.7305096165,-11.6168794282,p
-41.5687144079,-63.9885424573,-17.1823395214,p
24.6261326535,-41.1290527048,-16.5141568004,p
-21.2479039995,-84.5572670986,-23.4972009624,p
