-48.0,30.0,-3.0,7.995398496838
-48.0,21.0,9.0,7.995398496838
-9.0,42.0,45.0,7.399420404892234
-63.0,-24.0,0.0,5.877947026860354
-3.0,30.0,-15.0,5.487398525320569
-9.0,0.0,27.0,4.820292009909352
-15.0,0.0,-3.0,3.6608159097981
30.0,9.0,-18.0,4.486084489773455
-48.0,27.0,0.0,7.782769963117487
-51.0,24.0,18.0,7.782769963117487
-9.0,48.0,45.0,5.337343376944037
18.0,-39.0,27.0,4.752067678034573
-6.0,39.0,21.0,6.94061526091137
-12.0,6.0,0.0,6.94061526091137
-63.0,-48.0,-6.0,5.263568671505462
-18.0,45.0,42.0,5.064835531443266
-48.0,39.0,3.0,3.4348744525216004
6.0,-66.0,57.0,5.525446468834967
60.0,-57.0,-6.0,5.374540858855957
-36.0,-78.0,33.0,5.318822550041359
-51.0,-72.0,21.0,5.318822550041359
