-56.4179864401,-38.7593165964,7.6372319264,11.525679012489324
58.772257863,-11.7745448513,-11.5617357903,7.383384183497136
-37.5026500968,28.3446719815,-7.1291870603,7.717163660784244
39.399906240600004,31.7208843843,-11.6412730456,5.534054979880577
-5.0326829819,26.2184573216,45.0905638944,5.479896825939062
24.9150861797,-65.5939822719,11.1838319161,4.337877663345538
-22.112264126,-70.3623085477,8.7783003494,3.995335738761935
-55.3616051762,-37.7811699397,6.4278671939,11.015420732872373
60.9094582266,-11.7617398532,-11.587358740700001,6.908480590949984
36.2545176903,22.4420025927,-7.4813874509,6.650013002311659
24.9316056018,-65.4226566468,13.3996746316,6.482593924651144
-4.0136410663,25.7108829452,38.4302242729,6.71379021423922
-28.8154127611,-36.0764799922,-15.2088211812,4.476624420460004
-36.7329946272,-60.3383379594,57.1744093445,9.815350981227006
40.1649199089,-60.3056720925,50.7123763425,6.71379021423922
-4.7777236146,-57.9163330162,44.3370344553,5.6990746631854075
-30.6424305919,23.149564872,48.9876990707,5.5703935443953965
33.4498250761,29.8781566349,47.6872191622,4.714203002359605
