41.7029156364,-42.3410081284,-19.954272577,p
-41.6478985457,-42.8404030523,-18.9549775125,p
63.1409969612,-41.5276556473,-11.3471312189,p
-61.1333606817,42.3222120859,-16.9515520618,p
54.5775875079,-56.0104687534,-18.955795585,p
-54.4077534173,-59.8357445646,-17.3831294174,p
-60.8316420032,-6.1766361399,2.7250462254,p
-41.6197064401,-20.5786470839,-6.3246378532,p
0.3067685945,-23.2174257212,24.6406721286,p
32.5530409169,-32.0574898266,45.0852313076,p
-24.0163497342,-29.5110430213,55.5582679129,p
-2.912889572,46.9216344424,51.1363843566,p
-40.1548450655,8.8022216727,56.9913770875,p
6.1889970075,19.6633950234,-26.9766186851,p
65.2762173245,25.4711961006,15.3504193318,p
