-42.0,27.0,0.0,11.170284273805265
-42.0,18.0,9.0,11.170284273805265
-6.0,9.0,63.0,10.280928380849144
-12.0,6.0,0.0,10.280928380849144
36.0,18.0,-3.0,5.837858464319883
-63.0,-48.0,0.0,5.718998199628603
-18.0,-48.0,-3.0,4.50239436582596
-42.0,27.0,0.0,7.300421690582979
-48.0,24.0,15.0,7.300421690582979
-48.0,18.0,27.0,7.300421690582979
-3.0,6.0,63.0,5.64090636826102
-6.0,36.0,48.0,5.798005676870339
-54.0,27.0,-3.0,5.3932180272429795
-54.0,24.0,12.0,5.3932180272429795
-12.0,9.0,9.0,4.769057112684814
-63.0,-36.0,-6.0,4.6011199296804906
