-42.0,33.0,-15.0,5.666855230727993
-60.0,-15.0,9.0,13.240401438602508
57.0,-15.0,6.0,15.168137601377428
-54.0,30.0,12.0,17.2570227227835
-42.0,-63.0,-18.0,14.850475773843119
36.0,-60.0,-18.0,14.850475773843119
-3.0,12.0,60.0,8.213386972059066
30.0,33.0,-12.0,6.015376598030904
-12.0,-12.0,12.0,5.265650599786095
-42.0,-57.0,9.0,3.2033578850592064
-36.0,27.0,12.0,3.746290734931024
-51.0,-54.0,51.0,4.671417135274414
-48.0,3.0,-18.0,2.8925771912798206
-48.0,12.0,15.0,2.907652425973802
-39.0,-27.0,42.0,3.6750038230382787
