Analysis	Cluster #	Size (mm3)	Cluster labels	Mean z	Mean ALE	Peak z	Peak ALE	Peak X	Peak Y	Peak Z	Peak label
Older > younger	1	536	46.27% Putamen_R; 35.82% no_label; 17.91% Insula_R	3.41		3.62		28	12	-6	Putamen_R
